title|gross|opening|theaters|year|genres|imdbid|imdbrating|imdburl|metascore|movieid|mpaarating|nvotes
Jersey Girl|$25,268,157|$8,319,171|1,821|2004|Comedy,Drama,Romance|0300051|6.2|http://akas.imdb.com/title/tt0300051/|43|0300051|PG-13|53861
Twisted|$25,198,598|$8,904,299|2,704|2004|Crime,Drama,Mystery,Thriller|0315297|5.2|http://akas.imdb.com/title/tt0315297/|26|0315297|R|16853
The Life Aquatic with Steve Zissou|$24,020,403|$113,085|1,105|2004|Adventure,Comedy,Drama|0362270|7.3|http://akas.imdb.com/title/tt0362270/|62|0362270|R|137657
Around the World in 80 Days|$24,008,137|$7,576,132|2,801|2004|Action,Adventure,Comedy|0327437|5.8|http://akas.imdb.com/title/tt0327437/|49|0327437|PG|67907
Agent Cody Banks 2: Destination London|$23,630,159|$8,014,005|2,973|2004|Action,Adventure,Comedy,Family,Romance,Sci-Fi|0358349|4.5|http://akas.imdb.com/title/tt0358349/|32|0358349|PG|10926
Hotel Rwanda|$23,530,892|$100,091|824|2004|Drama,History,War|0395169|8.1|http://akas.imdb.com/title/tt0395169/|79|0395169|PG-13|260915
Ella Enchanted|$22,918,387|$6,169,030|2,149|2004|Comedy,Family,Fantasy,Romance|0327679|6.3|http://akas.imdb.com/title/tt0327679/|53|0327679|PG|46987
The Alamo (2004)|$22,414,961|$9,124,701|2,609|2004|Drama,History,War,Western|0318974|6.0|http://akas.imdb.com/title/tt0318974/|47|0318974|PG-13|16681
Mr. 3000|$21,811,187|$8,679,028|2,736|2004|Comedy,Drama,Romance,Sport|0339412|5.5|http://akas.imdb.com/title/tt0339412/|57|0339412|PG-13|12087
NASCAR 3D: The IMAX Experience (IMAX)|$21,583,831|$1,452,639|73|2004|Documentary,Short|0353774|7.1|http://akas.imdb.com/title/tt0353774/|58|0353774|PG|528
Torque|$21,215,059|$9,970,557|2,463|2004|Action,Comedy,Crime|0329691|4.0|http://akas.imdb.com/title/tt0329691/|41|0329691|PG-13|23552
Flight of the Phoenix|$21,009,180|$5,019,430|2,604|2004|Action,Adventure,Drama,Thriller|0377062|6.1|http://akas.imdb.com/title/tt0377062/|47|0377062|PG-13|45531
Little Black Book|$20,698,668|$7,075,217|2,445|2004|Comedy,Romance,Drama|0361841|5.2|http://akas.imdb.com/title/tt0361841/|36|0361841|PG-13|14939
Yu-Gi-Oh! The Movie|$19,765,868|$9,485,494|2,411|2004|Animation,Action,Adventure,Family,Fantasy,Thriller|0403703|4.5|http://akas.imdb.com/title/tt0403703/|15|0403703|PG|6244
Two Brothers|$19,176,754|$6,144,160|2,181|2004|Adventure,Drama,Family|0338512|7.1|http://akas.imdb.com/title/tt0338512/|63|0338512|PG|11655
Harold and Kumar Go to White Castle|$18,250,550|$5,480,378|2,163|2004|Adventure,Comedy|0366551|7.1|http://akas.imdb.com/title/tt0366551/|64|0366551|R|153880
Laws of Attraction|$17,871,255|$6,728,905|2,449|2004|Comedy,Romance|0323033|5.9|http://akas.imdb.com/title/tt0323033/|38|0323033|PG-13|18560
Eurotrip|$17,771,387|$6,711,384|2,544|2004|Comedy|0356150|6.6|http://akas.imdb.com/title/tt0356150/|45|0356150|R|160477
My Baby's Daddy|$17,669,317|$7,548,819|1,448|2004|Comedy|0332712|4.5|http://akas.imdb.com/title/tt0332712/|23|0332712|PG-13|3104
Seed of Chucky|$17,083,732|$8,774,520|2,062|2004|Comedy,Fantasy,Horror,Thriller|0387575|4.9|http://akas.imdb.com/title/tt0387575/|46|0387575|R|28270
Win a Date with Tad Hamilton!|$17,071,962|$7,320,066|2,808|2004|Comedy,Romance|0335559|5.6|http://akas.imdb.com/title/tt0335559/|52|0335559|PG-13|22645
Wimbledon|$17,001,133|$7,118,985|2,039|2004|Comedy,Romance,Sport|0360201|6.3|http://akas.imdb.com/title/tt0360201/|59|0360201|PG-13|51333
The Motorcycle Diaries|$16,781,387|$159,819|272|2004|Adventure,Biography,Drama|0318462|7.8|http://akas.imdb.com/title/tt0318462/|75|0318462|R|82331
Catch That Kid|$16,703,799|$5,824,860|2,848|2004|Comedy,Crime|0337917|5.2|http://akas.imdb.com/title/tt0337917/|33|0337917|PG|7938
The Whole Ten Yards|$16,328,471|$6,685,381|2,654|2004|Comedy,Crime,Thriller|0327247|5.5|http://akas.imdb.com/title/tt0327247/|24|0327247|PG-13|45397
Vanity Fair|$16,136,476|$4,833,900|1,054|2004|Drama|0241025|6.2|http://akas.imdb.com/title/tt0241025/|53|0241025|PG-13|17255
Paparazzi|$15,714,234|$6,146,262|2,153|2004|Action,Crime,Thriller|0338325|5.8|http://akas.imdb.com/title/tt0338325/|38|0338325|PG-13|13150
The Girl Next Door|$14,589,444|$6,003,806|2,148|2004|Comedy,Drama,Romance|0265208|6.8|http://akas.imdb.com/title/tt0265208/|47|0265208|R|169575
Welcome to Mooseport|$14,470,947|$6,775,132|2,868|2004|Comedy,Romance|0361925|5.2|http://akas.imdb.com/title/tt0361925/|33|0361925|PG-13|10604
Godsend|$14,379,751|$6,800,617|2,323|2004|Drama,Horror,Sci-Fi,Thriller|0335121|4.8|http://akas.imdb.com/title/tt0335121/|24|0335121|PG-13|22337
Soul Plane|$14,190,750|$5,648,486|1,566|2004|Comedy|0367085|4.4|http://akas.imdb.com/title/tt0367085/|33|0367085|R|18110
Dirty Dancing: Havana Nights|$14,161,590|$5,811,325|2,042|2004|Romance,Drama|0338096|6.0|http://akas.imdb.com/title/tt0338096/|39|0338096|PG-13|21638
New York Minute|$14,071,441|$5,962,106|3,006|2004|Comedy,Crime,Family,Romance|0363282|4.8|http://akas.imdb.com/title/tt0363282/|33|0363282|PG|17533
Envy|$13,562,325|$6,160,886|2,445|2004|Comedy|0326856|4.8|http://akas.imdb.com/title/tt0326856/|31|0326856|PG-13|26220
Shaun of the Dead|$13,542,874|$3,330,781|675|2004|Comedy,Horror|0365748|8.0|http://akas.imdb.com/title/tt0365748/|76|0365748|R|390433
De-Lovely|$13,456,633|$292,963|410|2004|Biography,Drama,Music,Musical|0352277|6.6|http://akas.imdb.com/title/tt0352277/|53|0352277|PG-13|9586
Alfie|$13,399,812|$6,218,335|2,215|2004|Comedy,Drama,Romance|0375173|6.2|http://akas.imdb.com/title/tt0375173/|49|0375173|R|43127
Wicker Park|$13,001,257|$5,467,281|2,598|2004|Drama,Mystery,Romance,Thriller|0324554|7.0|http://akas.imdb.com/title/tt0324554/|40|0324554|PG-13|44550
I Heart Huckabees|$12,785,432|$292,177|901|2004|Comedy|0356721|6.8|http://akas.imdb.com/title/tt0356721/|55|0356721|R|56546
Breakin' All the Rules|$12,264,319|$5,088,577|1,318|2004|Comedy,Romance|0349169|5.5|http://akas.imdb.com/title/tt0349169/|46|0349169|PG-13|4216
Chasing Liberty|$12,195,626|$6,081,483|2,400|2004|Comedy,Romance|0360139|6.1|http://akas.imdb.com/title/tt0360139/|46|0360139|PG-13|29762
The Cookout|$11,814,019|$5,000,900|1,303|2004|Comedy|0380277|3.6|http://akas.imdb.com/title/tt0380277/|15|0380277|PG-13|2370
Surviving Christmas|$11,663,156|$4,441,356|2,755|2004|Comedy,Romance|0252028|5.3|http://akas.imdb.com/title/tt0252028/|19|0252028|PG-13|17263
Super Size Me|$11,536,423|$516,641|230|2004|Documentary,Comedy,Drama|0390521|7.3|http://akas.imdb.com/title/tt0390521/|73|0390521|PG-13|84108
House of Flying Daggers|$11,050,094|$397,472|1,189|2004|Action,Adventure,Drama,Romance|0385004|7.6|http://akas.imdb.com/title/tt0385004/|89|0385004|PG-13|91521
What the #$*! Do We Know?!|$10,942,306|$7,655|146|2004|Documentary,Comedy,Drama,Fantasy,Mystery,Sci-Fi|0399877|5.4|http://akas.imdb.com/title/tt0399877/|38|0399877|NA|12001
Raise Your Voice|$10,411,980|$4,022,693|2,521|2004|Family,Music,Romance|0361696|5.9|http://akas.imdb.com/title/tt0361696/|33|0361696|PG|22367
The Perfect Score|$10,391,003|$4,873,819|2,208|2004|Comedy,Crime|0314498|5.7|http://akas.imdb.com/title/tt0314498/|35|0314498|PG-13|19501
Kinsey|$10,254,979|$169,038|588|2004|Biography,Drama|0362269|7.1|http://akas.imdb.com/title/tt0362269/|79|0362269|R|42463
Sleepover|$9,436,390|$4,171,226|2,207|2004|Comedy,Romance|0368975|5.3|http://akas.imdb.com/title/tt0368975/|33|0368975|PG|12551
Super Babies: Baby Geniuses 2|$9,219,388|$3,251,856|1,276|2004|Comedy,Family,Sci-Fi|0270846|1.9|http://akas.imdb.com/title/tt0270846/|9|0270846|PG|25120
First Daughter|$9,055,921|$4,002,067|2,280|2004|Comedy,Romance|0360139|6.1|http://akas.imdb.com/title/tt0360139/|46|0360139|PG-13|29762
Saved!|$8,940,582|$345,136|592|2004|Comedy,Drama|0332375|6.9|http://akas.imdb.com/title/tt0332375/|62|0332375|PG-13|40073
Suspect Zero|$8,725,813|$3,446,375|1,501|2004|Crime,Thriller|0324127|5.9|http://akas.imdb.com/title/tt0324127/|37|0324127|R|16408
Connie and Carla|$8,085,771|$3,254,940|1,016|2004|Comedy,Crime,Music|0345074|6.3|http://akas.imdb.com/title/tt0345074/|44|0345074|PG-13|6762
Being Julia|$7,739,049|$122,214|328|2004|Comedy,Drama,Romance|0340012|7.1|http://akas.imdb.com/title/tt0340012/|65|0340012|R|10625
Thunderbirds|$6,880,917|$2,766,810|2,062|2004|Action,Adventure,Comedy,Family,Sci-Fi|0167456|4.2|http://akas.imdb.com/title/tt0167456/|36|0167456|PG|11022
Woman, Thou Art Loosed|$6,879,730|$2,325,474|521|2004|Drama|0399901|6.8|http://akas.imdb.com/title/tt0399901/|55|0399901|R|800
Maria Full of Grace|$6,529,624|$139,066|127|2004|Crime,Drama|0390221|7.5|http://akas.imdb.com/title/tt0390221/|87|0390221|R|30317
A Very Long Engagement|$6,524,389|$101,749|219|2004|Drama,Mystery,Romance,War|0344510|7.7|http://akas.imdb.com/title/tt0344510/|76|0344510|R|62183
Teacher's Pet|$6,491,969|$2,461,252|2,027|2004|Animation,Family,Comedy,Fantasy,Musical|0350194|5.8|http://akas.imdb.com/title/tt0350194/|74|0350194|PG|1216
The Big Bounce|$6,489,476|$3,336,374|2,304|2004|Comedy,Crime|0315824|4.9|http://akas.imdb.com/title/tt0315824/|42|0315824|PG-13|15792
Beyond the Sea|$6,318,709|$45,264|383|2004|Biography,Drama,Music,Musical|0363473|6.7|http://akas.imdb.com/title/tt0363473/|46|0363473|PG-13|12732
Against the Ropes|$5,884,190|$3,038,546|1,601|2004|Biography,Drama,Romance,Sport|0312329|5.3|http://akas.imdb.com/title/tt0312329/|36|0312329|PG-13|5873
Before Sunset|$5,820,649|$219,425|204|2004|Drama,Romance|0381681|8.0|http://akas.imdb.com/title/tt0381681/|90|0381681|R|166030
The Clearing|$5,763,875|$472,781|449|2004|Drama,Mystery,Thriller|0331952|5.9|http://akas.imdb.com/title/tt0331952/|60|0331952|R|11573
Never Die Alone|$5,645,298|$3,089,993|1,160|2004|Action,Crime,Drama,Thriller|0354766|5.7|http://akas.imdb.com/title/tt0354766/|38|0354766|R|4777
Bad Education|$5,211,842|$147,370|106|2004|Crime,Drama,Mystery,Romance,Thriller|0275491|7.5|http://akas.imdb.com/title/tt0275491/|81|0275491|NC-17|44933
Birth|$5,095,038|$1,705,577|550|2004|Drama,Mystery,Romance,Thriller|0337876|6.1|http://akas.imdb.com/title/tt0337876/|50|0337876|R|29426
Club Dread|$5,001,708|$3,035,688|1,807|2004|Comedy,Horror,Thriller|0331953|5.6|http://akas.imdb.com/title/tt0331953/|45|0331953|R|23649
Spartan|$4,434,432|$2,011,435|832|2004|Action,Crime,Drama,Mystery,Thriller|0360009|6.6|http://akas.imdb.com/title/tt0360009/|60|0360009|R|26484
A Day Without a Mexican|$4,179,890|$628,807|107|2004|Comedy,Drama,Fantasy,Mystery|0377744|4.7|http://akas.imdb.com/title/tt0377744/|30|0377744|R|2777
Camping Sauvage|$3,894,585||99|2004|Comedy,Crime|0389831|5.9|http://akas.imdb.com/title/tt0389831/|NA|0389831|NA|540
The Door in the Floor|$3,854,624|$456,876|134|2004|Comedy,Drama|0348593|6.7|http://akas.imdb.com/title/tt0348593/|67|0348593|R|13370
Benji Off the Leash|$3,817,362|$1,512,000|877|2004|Drama,Family|0315273|4.5|http://akas.imdb.com/title/tt0315273/|49|0315273|PG|421
Vera Drake|$3,775,283|$13,207|97|2004|Crime,Drama|0383694|7.7|http://akas.imdb.com/title/tt0383694/|83|0383694|R|20174
William Shakespeare's The Merchant of Venice|$3,765,585|$69,868|107|2004|Drama,Romance|0379889|7.1|http://akas.imdb.com/title/tt0379889/|63|0379889|R|29491
Born Into Brothels|$3,515,061|$14,605|127|2004|Documentary|0388789|7.5|http://akas.imdb.com/title/tt0388789/|78|0388789|R|10898
The Work and the Glory|$3,347,647|$251,145|112|2004|Romance,Drama|0410454|6.9|http://akas.imdb.com/title/tt0410454/|NA|0410454|PG|823
Veer Zaara|$2,938,532|$843,010|88|2004|Drama,Musical,Romance|0420332|7.9|http://akas.imdb.com/title/tt0420332/|67|0420332|NA|33493
Clifford's Really Big Movie|$2,922,354|$662,152|471|2004|Animation,Family|0398872|5.5|http://akas.imdb.com/title/tt0398872/|49|0398872|NA|515
Bobby Jones: Stroke of Genius|$2,694,071|$1,233,297|1,332|2004|Biography,Drama,Romance,Sport|0375104|6.7|http://akas.imdb.com/title/tt0375104/|45|0375104|PG|3193
Therese: The Story of Saint Therese of Lisieux|$2,627,016|$357,000|65|2004|Biography,Drama|0286218|6.4|http://akas.imdb.com/title/tt0286218/|27|0286218|PG|414
Control Room|$2,589,616|$27,125|74|2004|Documentary|0391024|7.8|http://akas.imdb.com/title/tt0391024/|79|0391024|NA|4733
Riding Giants|$2,276,368|$134,400|64|2004|Documentary,History,Sport|0389326|7.9|http://akas.imdb.com/title/tt0389326/|80|0389326|PG-13|3818
Dans une galaxie pres de chez vous|$2,259,688||74|2004|Adventure,Comedy,Sci-Fi|0385635|7.0|http://akas.imdb.com/title/tt0385635/|NA|0385635|NA|850
Coffee and Cigarettes|$2,198,924|$99,162|47|2004|Short|0397696|7.7|http://akas.imdb.com/title/tt0397696/|NA|0397696|NA|582
Intimate Strangers|$2,110,589|$55,836|94|2004|Drama,Romance,Thriller|0363532|7.1|http://akas.imdb.com/title/tt0363532/|71|0363532|R|4156
The Sea Inside|$2,104,923|$55,681|99|2004|Biography,Drama,Romance|0369702|8.1|http://akas.imdb.com/title/tt0369702/|74|0369702|PG-13|63982
We Don't Live Here Anymore|$2,041,014|$101,295|190|2004|Drama,Romance|0361309|6.4|http://akas.imdb.com/title/tt0361309/|66|0361309|R|8185
Elles etaient cinq|$1,852,272||45|2004|Crime,Drama|0400400|7.2|http://akas.imdb.com/title/tt0400400/|NA|0400400|NA|654
Elvis Gratton XXX|$1,838,920|$551,432|99|2004|Comedy,Music|0380344|4.7|http://akas.imdb.com/title/tt0380344/|NA|0380344|NA|413
The Blue Butterfly|$1,755,355|$228,509|73|2004|Drama,Adventure|0313300|6.3|http://akas.imdb.com/title/tt0313300/|NA|0313300|PG|1327
Main Hoon Na|$1,747,060|$704,651|79|2004|Action,Comedy,Romance|0347473|7.0|http://akas.imdb.com/title/tt0347473/|NA|0347473|NA|21799
Nouvelle-France|$1,599,716|$468,625|80|2004|Drama,History,Romance,War|0386669|5.4|http://akas.imdb.com/title/tt0386669/|NA|0386669|PG-13|1046
Star Wars: Episode III - Revenge of the Sith|$380,270,577|$108,435,841|3,663|2005|Action,Adventure,Fantasy,Sci-Fi|0121766|7.6|http://akas.imdb.com/title/tt0121766/|68|0121766|PG-13|512571
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe|$291,710,957|$65,556,312|3,853|2005|Adventure,Family,Fantasy|0363771|6.9|http://akas.imdb.com/title/tt0363771/|75|0363771|PG|282523
Harry Potter and the Goblet of Fire|$290,013,036|$102,685,961|3,858|2005|Adventure,Family,Fantasy,Mystery|0330373|7.6|http://akas.imdb.com/title/tt0330373/|81|0330373|PG-13|379385
War of the Worlds|$234,280,354|$64,878,725|3,910|2005|Adventure,Sci-Fi,Thriller|0407304|6.5|http://akas.imdb.com/title/tt0407304/|73|0407304|PG-13|330093
King Kong|$218,080,025|$50,130,145|3,627|2005|Action,Adventure,Drama,Romance|0360717|7.2|http://akas.imdb.com/title/tt0360717/|81|0360717|PG-13|312944
Wedding Crashers|$209,255,921|$33,900,720|3,131|2005|Comedy,Romance|0396269|7.0|http://akas.imdb.com/title/tt0396269/|64|0396269|R|277229
Charlie and the Chocolate Factory|$206,459,076|$56,178,450|3,790|2005|Adventure,Comedy,Family,Fantasy|0367594|6.7|http://akas.imdb.com/title/tt0367594/|72|0367594|PG|314893
Batman Begins|$205,343,774|$48,745,440|3,858|2005|Action,Adventure|0372784|8.3|http://akas.imdb.com/title/tt0372784/|70|0372784|PG-13|964212
Madagascar|$193,595,521|$47,224,594|4,142|2005|Animation,Adventure,Comedy,Family|0351283|6.9|http://akas.imdb.com/title/tt0351283/|57|0351283|PG|261634
Mr. & Mrs. Smith|$186,336,279|$50,342,878|3,451|2005|Action,Comedy,Crime,Romance,Thriller|0356910|6.5|http://akas.imdb.com/title/tt0356910/|55|0356910|PG-13|343403
Hitch|$179,495,555|$43,142,214|3,575|2005|Comedy,Romance|0386588|6.6|http://akas.imdb.com/title/tt0386588/|58|0386588|PG-13|242367
The Longest Yard|$158,119,460|$47,606,480|3,654|2005|Comedy,Crime,Sport|0398165|6.4|http://akas.imdb.com/title/tt0398165/|48|0398165|PG-13|128132
Fantastic Four (2005)|$154,696,080|$56,061,504|3,619|2005|Action,Adventure,Sci-Fi|0120667|5.7|http://akas.imdb.com/title/tt0120667/|40|0120667|PG-13|265579
Chicken Little|$135,386,665|$40,049,778|3,658|2005|Animation,Adventure,Comedy,Family,Sci-Fi|0371606|5.8|http://akas.imdb.com/title/tt0371606/|48|0371606|NA|62682
Robots|$128,200,012|$36,045,301|3,776|2005|Animation,Adventure,Comedy,Family,Sci-Fi|0358082|6.3|http://akas.imdb.com/title/tt0358082/|64|0358082|PG|101488
Walk the Line|$119,519,402|$22,347,341|3,160|2005|Biography,Drama,Music,Romance|0358273|7.9|http://akas.imdb.com/title/tt0358273/|72|0358273|PG-13|187081
The Pacifier|$113,086,868|$30,552,694|3,181|2005|Action,Comedy,Drama,Family,Thriller|0395699|5.5|http://akas.imdb.com/title/tt0395699/|30|0395699|PG|65192
Fun with Dick and Jane|$110,332,737|$14,383,515|3,239|2005|Comedy,Crime|0369441|6.1|http://akas.imdb.com/title/tt0369441/|47|0369441|PG-13|109787
The 40-Year-Old Virgin|$109,449,237|$21,422,815|3,006|2005|Comedy,Romance|0405422|7.2|http://akas.imdb.com/title/tt0405422/|73|0405422|R|309991
Flightplan|$89,707,299|$24,629,938|3,424|2005|Drama,Mystery,Thriller|0408790|6.2|http://akas.imdb.com/title/tt0408790/|53|0408790|PG-13|125381
Saw II|$87,039,965|$31,725,652|2,949|2005|Horror,Mystery|0432348|6.6|http://akas.imdb.com/title/tt0432348/|40|0432348|R|186370
Brokeback Mountain|$83,043,761|$547,425|2,089|2005|Drama,Romance|0388795|7.7|http://akas.imdb.com/title/tt0388795/|87|0388795|R|257166
Monster-in-Law|$82,931,301|$23,105,133|3,424|2005|Comedy,Romance|0369735|5.5|http://akas.imdb.com/title/tt0369735/|31|0369735|PG-13|42731
Are We There Yet?|$82,674,398|$18,575,214|2,810|2005|Adventure,Comedy,Family,Romance|0368578|4.6|http://akas.imdb.com/title/tt0368578/|27|0368578|PG|22330
Cheaper by the Dozen 2|$82,571,173|$9,309,387|3,211|2005|Adventure,Comedy,Family|0452598|5.4|http://akas.imdb.com/title/tt0452598/|34|0452598|PG|42097
The Dukes of Hazzard|$80,270,227|$30,675,314|3,785|2005|Action,Adventure,Comedy|0377818|5.1|http://akas.imdb.com/title/tt0377818/|33|0377818|PG-13|65934
March of the Penguins|$77,437,223|$137,492|2,506|2005|Documentary|0428803|7.6|http://akas.imdb.com/title/tt0428803/|79|0428803|NA|45156
The Ring Two|$76,231,249|$35,065,237|3,341|2005|Horror,Mystery|0377109|5.4|http://akas.imdb.com/title/tt0377109/|44|0377109|PG-13|70026
Constantine|$75,976,178|$29,769,098|3,006|2005|Drama,Fantasy,Horror,Thriller|0360486|6.9|http://akas.imdb.com/title/tt0360486/|50|0360486|R|233044
The Exorcism of Emily Rose|$75,072,454|$30,054,300|3,045|2005|Drama,Horror,Thriller|0404032|6.7|http://akas.imdb.com/title/tt0404032/|46|0404032|PG-13|95235
Four Brothers|$74,494,381|$21,176,925|2,649|2005|Action,Crime,Drama,Mystery,Thriller|0430105|6.9|http://akas.imdb.com/title/tt0430105/|49|0430105|R|108795
Sin City|$74,103,820|$29,120,273|3,230|2005|Crime,Thriller|0401792|8.1|http://akas.imdb.com/title/tt0401792/|74|0401792|R|649317
The Interpreter|$72,708,161|$22,822,455|2,814|2005|Mystery,Thriller|0373926|6.4|http://akas.imdb.com/title/tt0373926/|62|0373926|PG-13|85660
Guess Who|$68,915,888|$20,671,446|3,147|2005|Comedy,Romance|0372237|5.9|http://akas.imdb.com/title/tt0372237/|49|0372237|PG-13|33614
Sahara|$68,671,925|$18,068,372|3,200|2005|Action,Adventure,Comedy,Thriller|0318649|6.0|http://akas.imdb.com/title/tt0318649/|41|0318649|PG-13|77014
Coach Carter|$67,264,877|$24,182,961|2,574|2005|Drama,Sport|0393162|7.2|http://akas.imdb.com/title/tt0393162/|57|0393162|PG-13|91375
Herbie: Fully Loaded|$66,023,816|$12,709,221|3,521|2005|Adventure,Comedy,Family,Fantasy,Romance,Sport|0400497|4.7|http://akas.imdb.com/title/tt0400497/|47|0400497|NA|36033
The Amityville Horror (2005)|$65,233,369|$23,507,007|3,323|2005|Drama,Horror,Mystery,Thriller|0384806|6.0|http://akas.imdb.com/title/tt0384806/|33|0384806|R|79507
Sky High|$63,946,815|$14,631,784|2,912|2005|Adventure,Comedy,Family,Sci-Fi|0405325|6.2|http://akas.imdb.com/title/tt0405325/|62|0405325|PG|60452
Bewitched|$63,313,159|$20,131,130|3,188|2005|Comedy,Fantasy,Romance|0374536|4.8|http://akas.imdb.com/title/tt0374536/|34|0374536|PG-13|58325
Jarhead|$62,658,220|$27,726,210|2,448|2005|Action,Drama,War|0418763|7.1|http://akas.imdb.com/title/tt0418763/|58|0418763|R|142054
Cinderella Man|$61,649,911|$18,320,205|2,820|2005|Biography,Drama,Sport|0352248|8.0|http://akas.imdb.com/title/tt0352248/|69|0352248|PG-13|146784
The Family Stone|$60,062,868|$12,521,027|2,469|2005|Comedy,Drama,Romance|0356680|6.3|http://akas.imdb.com/title/tt0356680/|56|0356680|PG-13|48766
Red Eye|$57,891,803|$16,167,662|3,134|2005|Mystery,Thriller|0421239|6.5|http://akas.imdb.com/title/tt0421239/|71|0421239|PG-13|93229
Memoirs of a Geisha|$57,490,508|$682,504|1,654|2005|Drama,Romance|0397535|7.3|http://akas.imdb.com/title/tt0397535/|54|0397535|PG-13|118352
White Noise|$56,386,759|$24,113,565|2,279|2005|Drama,Horror,Mystery,Thriller|0375210|5.5|http://akas.imdb.com/title/tt0375210/|30|0375210|PG-13|41483
Wallace and Gromit: The Curse of the Were-Rabbit|$56,110,897|$16,025,987|3,656|2005|Animation,Comedy,Family,Mystery,Sci-Fi|0312004|7.5|http://akas.imdb.com/title/tt0312004/|87|0312004|NA|97019
Be Cool|$56,046,979|$23,450,212|3,216|2005|Comedy,Crime,Music|0377471|5.7|http://akas.imdb.com/title/tt0377471/|37|0377471|PG-13|59076
Crash|$54,580,300|$9,107,071|1,905|2005|Comedy,Romance|0396269|7.0|http://akas.imdb.com/title/tt0396269/|64|0396269|R|277229
Yours, Mine and Ours|$53,412,862|$17,461,108|3,210|2005|Comedy,Family,Fantasy,Romance|0443295|5.4|http://akas.imdb.com/title/tt0443295/|38|0443295|PG|21526
