imdbid|rating|votes
0171359|1|423
0171359|2|263
0171359|3|336
0171359|4|620
0171359|5|1004
0171359|6|1644
0171359|7|1521
0171359|8|1056
0171359|9|542
0171359|10|595
0210075|1|147
0210075|2|79
0210075|3|125
0210075|4|240
0210075|5|626
0210075|6|1328
0210075|7|2376
0210075|8|1735
0210075|9|686
0210075|10|796
0173716|1|494
0173716|2|367
0173716|3|482
0173716|4|772
0173716|5|1230
0173716|6|2051
0173716|7|2375
0173716|8|1648
0173716|9|796
0173716|10|1108
0196106|1|344
0196106|2|179
0196106|3|230
0196106|4|225
0196106|5|199
0196106|6|169
0196106|7|111
0196106|8|68
0196106|9|30
0196106|10|197
0216772|1|125
0216772|2|74
0216772|3|92
0216772|4|181
0216772|5|151
0216772|6|89
0216772|7|57
0216772|8|30
0216772|9|13
0216772|10|129
0251739|1|33
0251739|2|18
0251739|3|16
0251739|4|26
0251739|5|51
0251739|6|100
0251739|7|163
0251739|8|182
0251739|9|209
0251739|10|274
0259207|1|20
0259207|2|6
0259207|3|19
0259207|4|20
0259207|5|37
0259207|6|62
0259207|7|37
0259207|8|24
0259207|9|7
0259207|10|33
0217107|1|101
0217107|2|44
0217107|3|74
0217107|4|78
0217107|5|56
0217107|6|37
0217107|7|34
0217107|8|30
0217107|9|12
0217107|10|59
0244316|1|186
0244316|2|103
0244316|3|123
0244316|4|183
0244316|5|382
0244316|6|813
0244316|7|1756
0244316|8|3007
0244316|9|2792
0244316|10|3125
0212974|1|98
0212974|2|91
0212974|3|107
0212974|4|180
0212974|5|332
0212974|6|631
0212974|7|734
0212974|8|571
0212974|9|298
0212974|10|506
0193854|1|38
0193854|2|30
0193854|3|44
0193854|4|102
0193854|5|226
0193854|6|455
0193854|7|433
0193854|8|222
0193854|9|77
0193854|10|172
0213890|1|990
0213890|2|219
0213890|3|306
0213890|4|422
0213890|5|952
0213890|6|1886
0213890|7|3311
0213890|8|2754
0213890|9|1844
0213890|10|5034
0220100|1|283
0220100|2|184
0220100|3|255
0220100|4|364
0220100|5|643
0220100|6|1082
0220100|7|1192
0220100|8|988
0220100|9|413
0220100|10|450
0241527|1|6702
0241527|2|2241
0241527|3|3599
0241527|4|6745
0241527|5|17605
0241527|6|47193
0241527|7|114724
0241527|8|112217
0241527|9|51251
0241527|10|75101
0120737|1|23842
0120737|2|5443
0120737|3|6392
0120737|4|7929
0120737|5|16419
0120737|6|33433
0120737|7|92949
0120737|8|220986
0120737|9|334510
0120737|10|478270
0126029|1|4464
0126029|2|1742
0126029|3|2554
0126029|4|4482
0126029|5|11136
0126029|6|31266
0126029|7|94481
0126029|8|161866
0126029|9|84712
0126029|10|63003
0198781|1|2871
0198781|2|1199
0198781|3|1813
0198781|4|3642
0198781|5|10038
0198781|6|32385
0198781|7|105579
0198781|8|200813
0198781|9|121487
0198781|10|93071
0266915|1|1460
0266915|2|1379
0266915|3|2631
0266915|4|5953
0266915|5|15643
0266915|6|38255
0266915|7|47305
0266915|8|24136
0266915|9|9105
0266915|10|12731
0209163|1|3407
0209163|2|3461
0209163|3|6389
0209163|4|13454
0209163|5|32119
0209163|6|64513
0209163|7|63947
0209163|8|31570
0209163|9|11541
0209163|10|15253
0213149|1|14160
0213149|2|8209
0213149|3|11597
0213149|4|17878
0213149|5|30552
0213149|6|46622
0213149|7|49976
0213149|8|32815
0213149|9|15927
0213149|10|23422
0240772|1|1797
0240772|2|1003
0240772|3|1622
0240772|4|3237
0240772|5|9173
0240772|6|28209
0240772|7|95892
0240772|8|149810
0240772|9|65802
0240772|10|40699
0163025|1|4011
0163025|2|3983
0163025|3|8519
0163025|4|18223
0163025|5|41259
0163025|6|62436
0163025|7|43750
0163025|8|17993
0163025|9|5782
0163025|10|9433
0133152|1|5866
0133152|2|5320
0133152|3|9569
0133152|4|17582
0133152|5|33576
0133152|6|45909
0133152|7|33591
0133152|8|14824
0133152|9|4651
0133152|10|5585
0268978|1|3217
0268978|2|1379
0268978|3|2183
0268978|4|3938
0268978|5|9369
0268978|6|26573
0268978|7|87080
0268978|8|195824
0268978|9|159931
0268978|10|109653
0212985|1|2815
0212985|2|2059
0212985|3|3780
0212985|4|7567
0212985|5|17723
0212985|6|43474
0212985|7|63657
0212985|8|37149
0212985|9|14406
0212985|10|13999
0252866|1|3731
0252866|2|2970
0252866|3|4748
0252866|4|9605
0252866|5|22759
0252866|6|49131
0252866|7|52232
0252866|8|27860
0252866|9|11054
0252866|10|14258
0232500|1|5640
0232500|2|3491
0232500|3|5415
0232500|4|9924
0232500|5|22130
0232500|6|52982
0232500|7|77861
0232500|8|45645
0232500|9|17640
0232500|10|27690
0146316|1|4337
0146316|2|4145
0146316|3|7347
0146316|4|14254
0146316|5|30671
0146316|6|42266
0146316|7|29149
0146316|8|12116
0146316|9|4055
0146316|10|6941
0240462|1|1564
0240462|2|2097
0240462|3|3722
0240462|4|6732
0240462|5|8278
0240462|6|5717
0240462|7|2776
0240462|8|1201
0240462|9|396
0240462|10|1039
0227538|1|3665
0227538|2|3200
0227538|3|5225
0227538|4|9427
0227538|5|17168
0227538|6|19232
0227538|7|13326
0227538|8|6267
0227538|9|2039
0227538|10|3648
0265086|1|2663
0265086|2|1363
0265086|3|2076
0265086|4|3782
0265086|5|8932
0265086|6|23101
0265086|7|62835
0265086|8|93214
0265086|9|50405
0265086|10|40043
0247638|1|1650
0247638|2|1506
0247638|3|2713
0247638|4|5471
0247638|5|12599
0247638|6|22107
0247638|7|20093
0247638|8|11723
0247638|9|5195
0247638|10|8777
0259711|1|5019
0259711|2|2918
0259711|3|4247
0259711|4|7495
0259711|5|14981
0259711|6|30596
0259711|7|52029
0259711|8|43610
0259711|9|22844
0259711|10|21344
0230600|1|1843
0230600|2|1100
0230600|3|1787
0230600|4|3630
0230600|5|9007
0230600|6|25329
0230600|7|64646
0230600|8|85860
0230600|9|42301
0230600|10|29908
0250494|1|2624
0250494|2|2293
0250494|3|3830
0250494|4|7962
0250494|5|17054
0250494|6|31042
0250494|7|30773
0250494|8|17058
0250494|9|6865
0250494|10|9412
0265029|1|1175
0265029|2|1180
0265029|3|2236
0265029|4|4556
0265029|5|9703
0265029|6|12628
0265029|7|8998
0265029|8|3859
0265029|9|1304
0265029|10|1599
0239395|1|1882
0239395|2|2113
0239395|3|3572
0239395|4|6219
0239395|5|10689
0239395|6|9915
0239395|7|5959
0239395|8|2484
0239395|9|837
0239395|10|1828
0206275|1|1441
0206275|2|868
0206275|3|1389
0206275|4|2905
0206275|5|6275
0206275|6|11199
0206275|7|9998
0206275|8|6053
0206275|9|2687
0206275|10|4553
0230011|1|717
0230011|2|506
0230011|3|923
0230011|4|2359
0230011|5|6325
0230011|6|14796
0230011|7|21698
0230011|8|12944
0230011|9|5026
0230011|10|5949
0268397|1|635
0268397|2|489
0268397|3|863
0268397|4|1697
0268397|5|3869
0268397|6|6414
0268397|7|4992
0268397|8|2316
0268397|9|774
0268397|10|1536
0212720|1|5183
0212720|2|3048
0212720|3|4598
0212720|4|7858
0212720|5|15524
0212720|6|33326
0212720|7|59933
0212720|8|52067
0212720|9|28079
0212720|10|26390
0139654|1|1805
0139654|2|954
0139654|3|1523
0139654|4|2917
0139654|5|8043
0139654|6|24346
0139654|7|73981
0139654|8|105800
0139654|9|50239
0139654|10|32528
0164334|1|497
0164334|2|539
0164334|3|1210
0164334|4|2839
0164334|5|7524
0164334|6|18025
0164334|7|17219
0164334|8|6969
0164334|9|1901
0164334|10|1735
0243155|1|2043
0243155|2|1634
0243155|3|2979
0243155|4|5758
0243155|5|14253
0243155|6|33369
0243155|7|48742
0243155|8|32105
0243155|9|13778
0243155|10|14662
0257106|1|6479
0257106|2|6137
0257106|3|9023
0257106|4|15135
0257106|5|24241
0257106|6|22819
0257106|7|15457
0257106|8|7983
0257106|9|3491
0257106|10|7457
0227445|1|553
0227445|2|407
0227445|3|916
0227445|4|2253
0227445|5|7051
0227445|6|21237
0227445|7|38055
0227445|8|20283
0227445|9|5840
0227445|10|4461
0256380|1|1976
0256380|2|2309
0256380|3|3937
0256380|4|8704
0256380|5|19429
0256380|6|30834
0256380|7|23835
0256380|8|10324
0256380|9|3173
0256380|10|3922
0244244|1|2017
0244244|2|1916
0244244|3|3414
0244244|4|7154
0244244|5|16565
0244244|6|35775
0244244|7|47076
0244244|8|25112
0244244|9|8257
0244244|10|7098
0236493|1|1680
0236493|2|1389
0236493|3|2640
0236493|4|5790
0236493|5|13870
0236493|6|25007
0236493|7|21825
0236493|8|9078
0236493|9|2694
0236493|10|2669
0231775|1|702
0231775|2|657
0231775|3|1183
0231775|4|2303
0231775|5|4322
0231775|6|4519
0231775|7|2772
0231775|8|1212
0231775|9|453
0231775|10|817
0266987|1|832
0266987|2|500
0266987|3|995
0266987|4|2322
0266987|5|6738
0266987|6|20164
0266987|7|40666
0266987|8|29057
0266987|9|10996
0266987|10|7797
0209475|1|2641
0209475|2|2564
0209475|3|4348
0209475|4|8028
0209475|5|13525
0209475|6|12326
0209475|7|8045
0209475|8|4121
0209475|9|1809
0209475|10|3136
0159273|1|1804
0159273|2|1078
0159273|3|1939
0159273|4|3914
0159273|5|9355
0159273|6|21957
0159273|7|25754
0159273|8|12181
0159273|9|3962
0159273|10|4137
0248667|1|1225
0248667|2|596
0248667|3|1118
0248667|4|2414
0248667|5|6321
0248667|6|16917
0248667|7|25113
0248667|8|13958
0248667|9|4672
0248667|10|5065
0255798|1|2995
0255798|2|3122
0255798|3|4671
0255798|4|7764
0255798|5|10137
0255798|6|8496
0255798|7|4865
0255798|8|2213
0255798|9|782
0255798|10|1893
0203009|1|6342
0203009|2|2918
0203009|3|3532
0203009|4|5057
0203009|5|8935
0203009|6|17438
0203009|7|35356
0203009|8|49676
0203009|9|37750
0203009|10|55060
0250687|1|1358
0250687|2|1460
0250687|3|2497
0250687|4|5170
0250687|5|10965
0250687|6|20965
0250687|7|23766
0250687|8|13760
0250687|9|5633
0250687|10|7160
0183790|1|1561
0183790|2|1148
0183790|3|2102
0183790|4|4121
0183790|5|9833
0183790|6|23696
0183790|7|40237
0183790|8|27236
0183790|9|11889
0183790|10|13659
0260866|1|387
0260866|2|409
0260866|3|853
0260866|4|2042
0260866|5|5344
0260866|6|12145
0260866|7|11292
0260866|8|4726
0260866|9|1340
0260866|10|1452
0221027|1|850
0221027|2|559
0221027|3|980
0221027|4|2189
0221027|5|6068
0221027|6|17456
0221027|7|48673
0221027|8|63688
0221027|9|31200
0221027|10|24583
0265666|1|3209
0265666|2|1943
0265666|3|2733
0265666|4|4371
0265666|5|8486
0265666|6|17844
0265666|7|39859
0265666|8|54934
0265666|9|36529
0265666|10|36616
0242445|1|1043
0242445|2|920
0242445|3|1547
0242445|4|3031
0242445|5|5610
0242445|6|6516
0242445|7|4475
0242445|8|2056
0242445|9|708
0242445|10|1445
0215750|1|1056
0215750|2|538
0215750|3|1032
0215750|4|2069
0215750|5|5639
0215750|6|16655
0215750|7|48458
0215750|8|65059
0215750|9|28164
0215750|10|17758
0272152|1|922
0272152|2|711
0272152|3|1198
0272152|4|2516
0272152|5|6315
0272152|6|17038
0272152|7|39827
0272152|8|42979
0272152|9|20425
0272152|10|14847
0240890|1|858
0240890|2|780
0240890|3|1320
0240890|4|2850
0240890|5|6622
0240890|6|15528
0240890|7|23817
0240890|8|15793
0240890|9|7552
0240890|10|9428
0035423|1|757
0035423|2|771
0035423|3|1483
0035423|4|3346
0035423|5|8116
0035423|6|16155
0035423|7|16855
0035423|8|8668
0035423|9|3345
0035423|10|4315
0249478|1|609
0249478|2|518
0249478|3|1097
0249478|4|2268
0249478|5|5130
0249478|6|5960
0249478|7|3356
0249478|8|1193
0249478|9|387
0249478|10|622
0196229|1|4570
0196229|2|3569
0196229|3|5325
0196229|4|9504
0196229|5|18613
0196229|6|36960
0196229|7|51269
0196229|8|35476
0196229|9|15528
0196229|10|17176
0267804|1|1543
0267804|2|1604
0267804|3|2996
0267804|4|6343
0267804|5|13902
0267804|6|21677
0267804|7|15901
0267804|8|7056
0267804|9|2526
0267804|10|3583
0245674|1|2405
0245674|2|2473
0245674|3|4351
0245674|4|7157
0245674|5|12393
0245674|6|14537
0245674|7|10621
0245674|8|5436
0245674|9|2043
0245674|10|3384
0219965|1|534
0219965|2|525
0219965|3|974
0219965|4|2295
0219965|5|5824
0219965|6|13253
0219965|7|17500
0219965|8|9693
0219965|9|3406
0219965|10|2613
0280707|1|1096
0280707|2|689
0280707|3|1068
0280707|4|1760
0280707|5|3622
0280707|6|7912
0280707|7|15747
0280707|8|16700
0280707|9|9270
0280707|10|6775
0125022|1|585
0125022|2|672
0125022|3|1297
0125022|4|2781
0125022|5|6343
0125022|6|11336
0125022|7|10473
0125022|8|5257
0125022|9|2067
0125022|10|3075
0277027|1|1083
0277027|2|664
0277027|3|963
0277027|4|1709
0277027|5|3968
0277027|6|10109
0277027|7|26845
0277027|8|36418
0277027|9|20514
0277027|10|18597
0180734|1|327
0180734|2|301
0180734|3|500
0180734|4|1132
0180734|5|2827
0180734|6|5859
0180734|7|5690
0180734|8|2894
0180734|9|1133
0180734|10|1758
0251075|1|1799
0251075|2|1914
0251075|3|3746
0251075|4|7611
0251075|5|16125
0251075|6|26788
0251075|7|23441
0251075|8|11242
0251075|9|3812
0251075|10|5041
0277371|1|3396
0277371|2|3000
0277371|3|4697
0277371|4|7516
0277371|5|12804
0277371|6|16622
0277371|7|13335
0277371|8|7920
0277371|9|3530
0277371|10|6579
0263488|1|3394
0263488|2|2349
0263488|3|3666
0263488|4|6096
0263488|5|12129
0263488|6|19714
0263488|7|18071
0263488|8|9996
0263488|9|3884
0263488|10|6016
0271027|1|514
0271027|2|487
0271027|3|956
0271027|4|2024
0271027|5|5102
0271027|6|12724
0271027|7|16146
0271027|8|8086
0271027|9|2918
0271027|10|3797
0265632|1|108
0265632|2|80
0265632|3|141
0265632|4|346
0265632|5|803
0265632|6|1591
0265632|7|1599
0265632|8|820
0265632|9|350
0265632|10|831
0247425|1|619
0247425|2|363
0247425|3|454
0247425|4|756
0247425|5|1582
0247425|6|3668
0247425|7|7392
0247425|8|9063
0247425|9|4832
0247425|10|3471
0265087|1|2317
0265087|2|2036
0265087|3|3199
0265087|4|4841
0265087|5|6232
0265087|6|5052
0265087|7|3146
0265087|8|1429
0265087|9|554
0265087|10|1614
0250720|1|400
0250720|2|327
0250720|3|467
0250720|4|789
0250720|5|1418
0250720|6|1402
0250720|7|991
0250720|8|547
0250720|9|237
0250720|10|759
0211915|1|9876
0211915|2|2808
0211915|3|3488
0211915|4|5359
0211915|5|10516
0211915|6|23617
0211915|7|62012
0211915|8|118704
0211915|9|138305
0211915|10|151335
0132245|1|3070
0132245|2|2871
0132245|3|4260
0132245|4|5988
0132245|5|6617
0132245|6|5034
0132245|7|2906
0132245|8|1468
0132245|9|569
0132245|10|1438
0161083|1|528
0161083|2|449
0161083|3|814
0161083|4|1430
0161083|5|2566
0161083|6|2854
0161083|7|1784
0161083|8|846
0161083|9|348
0161083|10|710
0173840|1|1392
0173840|2|1231
0173840|3|2047
0173840|4|3826
0173840|5|8266
0173840|6|15280
0173840|7|17851
0173840|8|11293
0173840|9|4807
0173840|10|5550
0120681|1|1018
0120681|2|865
0120681|3|1684
0120681|4|3733
0120681|5|9560
0120681|6|24852
0120681|7|41491
0120681|8|24494
0120681|9|8430
0120681|10|7421
0285742|1|1222
0285742|2|677
0285742|3|1022
0285742|4|1856
0285742|5|4450
0285742|6|10548
0285742|7|21402
0285742|8|18014
0285742|9|7265
0285742|10|4591
0278488|1|1565
0278488|2|1167
0278488|3|1594
0278488|4|2627
0278488|5|4803
0278488|6|7770
0278488|7|8045
0278488|8|5375
0278488|9|2435
0278488|10|6766
0200027|1|477
0200027|2|294
0200027|3|531
0200027|4|1160
0200027|5|2670
0200027|6|4762
0200027|7|5275
0200027|8|3375
0200027|9|1429
0200027|10|2214
0261392|1|2647
0261392|2|1754
0261392|3|2439
0261392|4|4491
0261392|5|9695
0261392|6|20647
0261392|7|33139
0261392|8|23389
0261392|9|11610
0261392|10|17688
0238948|1|284
0238948|2|232
0238948|3|374
0238948|4|611
0238948|5|1043
0238948|6|1167
0238948|7|739
0238948|8|372
0238948|9|163
0238948|10|397
0255819|1|393
0255819|2|188
0255819|3|252
0255819|4|444
0255819|5|963
0255819|6|1897
0255819|7|2062
0255819|8|1409
0255819|9|597
0255819|10|1196
0268995|1|590
0268995|2|441
0268995|3|738
0268995|4|1391
0268995|5|3309
0268995|6|7683
0268995|7|13766
0268995|8|9143
0268995|9|3799
0268995|10|3856
0250274|1|188
0250274|2|61
0250274|3|100
0250274|4|182
0250274|5|378
0250274|6|563
0250274|7|595
0250274|8|354
0250274|9|153
0250274|10|574
0244970|1|316
0244970|2|376
0244970|3|650
0244970|4|1357
0244970|5|3122
0244970|6|5128
0244970|7|4257
0244970|8|2204
0244970|9|862
0244970|10|1255
0245686|1|1486
0245686|2|1320
0245686|3|1964
0245686|4|3315
0245686|5|5796
0245686|6|8369
0245686|7|7974
0245686|8|4765
0245686|9|2160
0245686|10|3994
0246544|1|1138
0246544|2|937
0246544|3|1434
0246544|4|2059
0246544|5|2722
0246544|6|2102
0246544|7|1227
0246544|8|547
0246544|9|236
0246544|10|396
0231402|1|1042
0231402|2|1162
0231402|3|2018
0231402|4|3488
0231402|5|4608
0231402|6|3448
0231402|7|1884
0231402|8|767
0231402|9|316
0231402|10|780
0238112|1|858
0238112|2|634
0238112|3|1141
0238112|4|2176
0238112|5|4605
0238112|6|7059
0238112|7|5888
0238112|8|2972
0238112|9|1141
0238112|10|1457
0230838|1|1316
0230838|2|1006
0230838|3|1595
0230838|4|3051
0230838|5|6559
0230838|6|13212
0230838|7|17011
0230838|8|11708
0230838|9|5886
0230838|10|8193
0179626|1|746
0179626|2|737
0179626|3|1365
0179626|4|2860
0179626|5|6364
0179626|6|12302
0179626|7|10770
0179626|8|4571
0179626|9|1307
0179626|10|1237
0252501|1|302
0252501|2|211
0252501|3|453
0252501|4|995
0252501|5|2211
0252501|6|5594
0252501|7|8995
0252501|8|6156
0252501|9|2573
0252501|10|2469
0225071|1|796
0225071|2|570
0225071|3|1020
0225071|4|1969
0225071|5|3830
0225071|6|4545
0225071|7|3218
0225071|8|1664
0225071|9|743
0225071|10|1203
0250310|1|1041
0250310|2|858
0250310|3|1156
0250310|4|1595
0250310|5|1897
0250310|6|1545
0250310|7|1110
0250310|8|584
0250310|9|301
0250310|10|805
0252503|1|317
0252503|2|276
0252503|3|506
0252503|4|1239
0252503|5|2818
0252503|6|7249
0252503|7|8974
0252503|8|4234
0252503|9|1297
0252503|10|972
0246002|1|93
0246002|2|53
0246002|3|112
0246002|4|194
0246002|5|316
0246002|6|337
0246002|7|198
0246002|8|166
0246002|9|67
0246002|10|230
0279889|1|252
0279889|2|266
0279889|3|502
0279889|4|944
0279889|5|1844
0279889|6|2163
0279889|7|1296
0279889|8|542
0279889|9|195
0279889|10|345
0269341|1|165
0269341|2|111
0269341|3|139
0269341|4|290
0269341|5|603
0269341|6|930
0269341|7|693
0269341|8|549
0269341|9|245
0269341|10|574
0206314|1|569
0206314|2|593
0206314|3|993
0206314|4|2178
0206314|5|5399
0206314|6|12115
0206314|7|16134
0206314|8|8172
0206314|9|2953
0206314|10|3780
0242998|1|1494
0242998|2|1548
0242998|3|2356
0242998|4|3340
0242998|5|3931
0242998|6|3019
0242998|7|1900
0242998|8|970
0242998|9|437
0242998|10|1328
0234829|1|854
0234829|2|755
0234829|3|1122
0234829|4|2052
0234829|5|2780
0234829|6|2300
0234829|7|1390
0234829|8|649
0234829|9|260
0234829|10|718
0237572|1|675
0237572|2|400
0237572|3|755
0237572|4|1423
0237572|5|3342
0237572|6|8126
0237572|7|13413
0237572|8|8679
0237572|9|3403
0237572|10|2073
0239948|1|960
0239948|2|942
0239948|3|1446
0239948|4|2891
0239948|5|5359
0239948|6|7831
0239948|7|6621
0239948|8|3389
0239948|9|1354
0239948|10|2241
0272020|1|607
0272020|2|487
0272020|3|807
0272020|4|1740
0272020|5|4106
0272020|6|10388
0272020|7|17795
0272020|8|11855
0272020|9|4594
0272020|10|4143
0221218|1|435
0221218|2|552
0221218|3|1056
0221218|4|2392
0221218|5|5205
0221218|6|7228
0221218|7|4723
0221218|8|1900
0221218|9|613
0221218|10|1093
0273799|1|332
0273799|2|236
0273799|3|417
0273799|4|663
0273799|5|1145
0273799|6|1112
0273799|7|666
0273799|8|351
0273799|9|144
0273799|10|642
0202470|1|694
0202470|2|522
0202470|3|1002
0202470|4|2116
0202470|5|4672
0202470|6|8436
0202470|7|8064
0202470|8|4454
0202470|9|1714
0202470|10|2650
0250224|1|412
0250224|2|267
0250224|3|474
0250224|4|1084
0250224|5|2264
0250224|6|4514
0250224|7|5398
0250224|8|3262
0250224|9|1391
0250224|10|2180
0218922|1|1066
0218922|2|953
0218922|3|1607
0218922|4|3382
0218922|5|7151
0218922|6|10672
0218922|7|9004
0218922|8|4833
0218922|9|2224
0218922|10|3567
0184791|1|612
0184791|2|308
0184791|3|580
0184791|4|1138
0184791|5|2316
0184791|6|3970
0184791|7|3784
0184791|8|2213
0184791|9|946
0184791|10|1373
0233142|1|1306
0233142|2|991
0233142|3|1660
0233142|4|2963
0233142|5|5969
0233142|6|9274
0233142|7|8349
0233142|8|3946
0233142|9|1421
0233142|10|1941
0264796|1|406
0264796|2|208
0264796|3|324
0264796|4|656
0264796|5|1605
0264796|6|3932
0264796|7|8415
0264796|8|10262
0264796|9|5936
0264796|10|7138
0280105|1|5
0280105|2|3
0280105|3|1
0280105|4|7
0280105|5|13
0280105|6|21
0280105|7|73
0280105|8|116
0280105|9|56
0280105|10|80
0236348|1|1127
0236348|2|899
0236348|3|1413
0236348|4|2153
0236348|5|2949
0236348|6|3019
0236348|7|2590
0236348|8|1735
0236348|9|911
0236348|10|1961
0240515|1|9181
0240515|2|3154
0240515|3|2944
0240515|4|2995
0240515|5|3428
0240515|6|3569
0240515|7|3768
0240515|8|2739
0240515|9|1633
0240515|10|6098
0253798|1|355
0253798|2|306
0253798|3|518
0253798|4|880
0253798|5|1703
0253798|6|2837
0253798|7|2922
0253798|8|1973
0253798|9|1005
0253798|10|2075
0236784|1|490
0236784|2|419
0236784|3|794
0236784|4|1491
0236784|5|3464
0236784|6|6809
0236784|7|5960
0236784|8|2622
0236784|9|762
0236784|10|706
0278475|1|51
0278475|2|21
0278475|3|34
0278475|4|50
0278475|5|63
0278475|6|54
0278475|7|42
0278475|8|33
0278475|9|26
0278475|10|41
0181739|1|442
0181739|2|352
0181739|3|674
0181739|4|1480
0181739|5|3418
0181739|6|6668
0181739|7|6493
0181739|8|3116
0181739|9|1048
0181739|10|1550
0246989|1|1017
0246989|2|834
0246989|3|1132
0246989|4|1788
0246989|5|2704
0246989|6|2920
0246989|7|2186
0246989|8|1190
0246989|9|496
0246989|10|1076
0244000|1|427
0244000|2|311
0244000|3|493
0244000|4|834
0244000|5|1715
0244000|6|2814
0244000|7|2511
0244000|8|1346
0244000|9|550
0244000|10|1010
0186589|1|529
0186589|2|390
0186589|3|698
0186589|4|1187
0186589|5|2144
0186589|6|2372
0186589|7|1814
0186589|8|988
0186589|9|366
0186589|10|960
0192071|1|504
0192071|2|428
0192071|3|761
0192071|4|1485
0192071|5|2694
0192071|6|3532
0192071|7|2630
0192071|8|1488
0192071|9|687
0192071|10|1301
0120824|1|318
0120824|2|222
0120824|3|427
0120824|4|995
0120824|5|2439
0120824|6|5465
0120824|7|8540
0120824|8|5899
0120824|9|2331
0120824|10|1632
0218817|1|422
0218817|2|517
0218817|3|801
0218817|4|1735
0218817|5|3539
0218817|6|6584
0218817|7|6104
0218817|8|3145
0218817|9|1163
0218817|10|1397
0192111|1|589
0192111|2|513
0192111|3|818
0192111|4|1363
0192111|5|2264
0192111|6|2236
0192111|7|1593
0192111|8|930
0192111|9|433
0192111|10|857
0290332|1|671
0290332|2|436
0290332|3|575
0290332|4|765
0290332|5|900
0290332|6|695
0290332|7|463
0290332|8|261
0290332|9|140
0290332|10|654
0250323|1|264
0250323|2|153
0250323|3|233
0250323|4|468
0250323|5|870
0250323|6|1798
0250323|7|2673
