The Crocodile Hunter: Collision Course|$28,442,574|$9,537,123|2,535|2002
Brown Sugar|$27,363,891|$10,738,882|1,378|2002
Blood Work|$26,235,081|$7,312,413|2,525|2002
All About the Benjamins|$25,916,319|$10,007,291|1,519|2002
Frida|$25,885,000|$205,996|794|2002
Jonah: A VeggieTales Movie|$25,581,229|$6,201,345|1,625|2002
Beauty and the Beast (IMAX)|$25,487,190|$2,589,334|68|2002
The Transporter|$25,296,447|$9,107,816|2,610|2002
The Sweetest Thing|$24,718,164|$9,430,667|2,670|2002
Eight Crazy Nights|$23,586,598|$9,434,175|2,503|2002
Adaptation.|$22,498,520|$384,478|672|2002
City by the Sea|$22,448,879|$8,935,426|2,575|2002
Bowling for Columbine|$21,576,018|$209,148|248|2002
National Lampoon's Van Wilder|$21,305,259|$7,302,913|2,104|2002
Antwone Fisher|$21,078,145|$210,013|1,021|2002
Martin Lawrence Live: Runteldat|$19,184,820|$7,374,049|774|2002
Tuck Everlasting|$19,161,999|$5,268,764|1,460|2002
Hart's War|$19,077,641|$7,771,753|2,459|2002
Rollerball|$18,990,798|$9,013,548|2,762|2002
Super Troopers|$18,492,362|$6,203,906|1,805|2002
The Four Feathers|$18,306,166|$6,857,879|2,187|2002
Punch-Drunk Love|$17,844,216|$367,203|1,293|2002
Empire|$17,600,423|$6,281,415|869|2002
Eight Legged Freaks|$17,322,606|$6,485,458|2,530|2002
The Country Bears|$16,990,825|$5,309,675|2,553|2002
Serving Sara|$16,930,185|$5,758,236|2,174|2002
White Oleander|$16,357,770|$5,607,480|1,510|2002
Kung Pow! Enter the Fist|$16,037,962|$7,017,474|2,478|2002
Confessions of a Dangerous Mind|$16,007,718|$87,199|1,776|2002
Far From Heaven|$15,901,849|$211,279|291|2002
The Lion King (IMAX)|$15,686,215|$1,825,849|66|2002
Half Past Dead|$15,567,860|$7,820,536|2,113|2002
Solaris|$14,973,382|$6,752,722|2,406|2002
Life, or Something Like It|$14,448,589|$6,219,234|2,609|2002
Ballistic: Ecks vs. Sever|$14,307,963|$7,010,474|2,705|2002
The Emperor's Club|$14,118,751|$3,846,780|811|2002
Stealing Harvard|$14,036,406|$6,041,521|2,366|2002
The Good Girl|$14,018,296|$151,642|688|2002
Monsoon Wedding|$13,885,966|$68,546|254|2002
Y Tu Mama Tambien|$13,839,658|$408,091|286|2002
Hey Arnold! The Movie|$13,728,902|$5,706,332|2,534|2002
Juwanna Mann|$13,670,733|$5,474,270|1,325|2002
fear dot com|$13,258,249|$5,710,128|2,550|2002
Jason X|$13,121,555|$6,649,006|1,879|2002
Frailty|$13,110,448|$4,208,655|1,497|2002
25th Hour|$13,084,595|$108,865|495|2002
The Quiet American|$12,988,801|$101,663|396|2002
Wes Craven Presents: They|$12,840,842|$5,144,090|1,623|2002
Undisputed|$12,764,657|$4,548,750|1,117|2002
Knockaround Guys|$11,715,637|$5,016,852|1,806|2002
The Powerpuff Girls Movie|$11,412,414|$3,583,114|2,340|2002
Brotherhood of the Wolf|$11,260,096|$475,181|405|2002
Adrenaline Rush: The Science of Risk (IMAX)|$10,994,028|N/A|17|2002
Abandon|$10,727,683|$5,064,077|2,347|2002
Narc|$10,465,659|$63,303|822|2002
Sorority Boys|$10,200,032|$4,127,903|1,801|2002
Possession (2002)|$10,113,733|$1,575,214|619|2002
Pulse: A Stomp Odyssey (IMAX)|$10,086,514|$39,798|16|2002
Spirited Away|$10,055,859|$449,839|714|2002
Simone|$9,688,676|$3,813,463|1,920|2002
Talk to Her|$9,285,469|$104,396|255|2002
Attack of the Clones: The IMAX Experience (IMAX)|$8,485,488|$1,435,259|58|2002
The Importance of Being Earnest|$8,384,929|$500,447|216|2002
Death to Smoochy|$8,364,691|$4,266,463|2,164|2002
Big Trouble|$7,267,307|$3,545,204|1,961|2002
Trapped|$7,073,251|$3,210,765|2,227|2002
Kissing Jessica Stein|$7,025,722|$346,999|319|2002
Moonlight Mile|$6,835,856|$329,771|437|2002
Seraphin, un homme et son peche|$6,749,187|$880,723|123|2002
Spider-Man / Men in Black II|$6,632,970|$2,111,862|2,078|2002
Femme Fatale|$6,630,252|$2,776,248|1,066|2002
The Rules of Attraction|$6,532,619|$2,532,410|1,437|2002
Impostor|$6,285,176|$3,022,523|1,870|2002
Rabbit-Proof Fence|$6,199,600|$88,352|153|2002
Deuces Wild|$6,080,065|$2,704,682|1,480|2002
Real Women Have Curves|$5,853,194|$183,772|163|2002
El Crimen del Padre Amaro|$5,717,044|$504,681|137|2002
The Truth About Charlie|$5,350,371|$2,270,290|755|2002
Slackers|$5,285,941|$2,785,283|1,893|2002
Formula 51|$5,204,007|$2,817,719|1,857|2002
Birthday Girl|$5,142,576|$2,370,809|1,000|2002
Hollywood Ending|$4,850,753|$2,017,981|772|2002
Extreme Ops|$4,842,259|$2,233,525|1,800|2002
Igby Goes Down|$4,777,465|$306,705|156|2002
Italian for Beginners|$4,544,753|$66,047|99|2002
The Adventures of Pluto Nash|$4,420,080|$2,182,900|2,320|2002
Enigma|$4,301,582|$156,587|115|2002
Men with Brooms|$4,245,870|$656,619|207|2002
Lovely and Amazing|$4,222,923|$91,910|175|2002
ESPN's Ultimate X (IMAX)|$4,197,492|$613,670|48|2002
Mostly Martha|$4,160,475|$40,446|143|2002
Secretary|$4,059,680|$182,306|149|2002
The Fast Runner (Atanarjuat)|$3,789,952|$62,810|57|2002
Pinocchio|$3,675,719|$1,151,463|1,195|2002
13 Conversations About One Thing|$3,288,164|$89,499|68|2002
The Cat's Meow|$3,209,481|$111,037|153|2002
Asterix et Obelix: Mission Cleopatra|$3,115,188|N/A|N/A|2002
8 Women|$3,098,776|$52,489|85|2002
Paid in Full|$3,090,862|$1,328,789|273|2002
Sunshine State|$3,065,921|$93,072|79|2002
Tadpole|$2,891,288|$80,682|180|2002
Comedian|$2,751,988|$60,224|244|2002
Devdas|$2,745,382|N/A|N/A|2002
Full Frontal|$2,512,846|$739,834|214|2002
Last Orders|$2,329,631|$111,676|60|2002
Russian Ark|$2,326,979|$29,022|22|2002
Rivers and Tides|$2,200,276|$12,256|15|2002
State Property|$2,106,838|$452,028|75|2002
Auto Focus|$2,063,196|$123,761|461|2002
The Lord of the Rings: The Return of the King|$377,027,325|$72,629,713|3,703|2003
Finding Nemo|$339,714,978|$70,251,710|3,425|2003
Pirates of the Caribbean: The Curse of the Black Pearl|$305,413,918|$46,630,690|3,416|2003
The Matrix Reloaded|$281,576,461|$91,774,413|3,603|2003
Bruce Almighty|$242,829,261|$67,953,330|3,549|2003
X2: X-Men United|$214,949,694|$85,558,731|3,749|2003
Elf|$173,398,518|$31,113,501|3,381|2003
Terminator 3: Rise of the Machines|$150,371,112|$44,041,440|3,504|2003
The Matrix Revolutions|$139,313,948|$48,475,154|3,502|2003
Cheaper by the Dozen|$138,614,544|$27,557,647|3,307|2003
Bad Boys II|$138,608,444|$46,522,560|3,202|2003
Anger Management|$135,645,823|$42,220,847|3,656|2003
Bringing Down the House|$132,716,677|$31,101,026|2,910|2003
Hulk|$132,177,234|$62,128,420|3,674|2003
2 Fast 2 Furious|$127,154,901|$50,472,480|3,418|2003
Something's Gotta Give|$124,728,738|$16,064,723|2,876|2003
Seabiscuit|$120,277,854|$20,854,735|2,573|2003
S.W.A.T.|$116,934,650|$37,062,535|3,220|2003
Spy Kids 3D: Game Over|$111,761,982|$33,417,739|3,388|2003
The Last Samurai|$111,127,263|$24,271,354|2,938|2003
Freaky Friday|$110,230,332|$22,203,007|3,067|2003
Scary Movie 3|$110,003,217|$48,113,770|3,505|2003
The Italian Job|$106,128,601|$19,457,944|2,877|2003
How to Lose a Guy in 10 Days|$105,813,373|$23,774,850|2,923|2003
American Wedding|$104,565,114|$33,369,440|3,175|2003
Daddy Day Care|$104,297,061|$27,623,580|3,472|2003
Daredevil|$102,543,518|$40,310,419|3,474|2003
The Cat in the Hat|$101,149,285|$38,329,160|3,467|2003
Charlie's Angels: Full Throttle|$100,830,111|$37,634,221|3,485|2003
Cold Mountain|$95,636,509|$14,574,213|2,802|2003
Master and Commander: The Far Side of the World|$93,927,920|$25,105,990|3,101|2003
Legally Blonde 2: Red, White and Blonde|$90,186,328|$22,220,670|3,375|2003
Mystic River|$90,135,191|$640,815|1,581|2003
Brother Bear|$85,336,277|$291,940|3,030|2003
Freddy Vs. Jason|$82,622,655|$36,428,066|3,014|2003
School of Rock|$81,261,177|$19,622,714|2,951|2003
The Texas Chainsaw Massacre|$80,571,655|$28,094,014|3,018|2003
The Haunted Mansion|$75,847,266|$24,278,410|3,122|2003
Old School|$75,585,093|$17,453,216|2,742|2003
Kill Bill Vol. 1|$70,099,045|$22,089,322|3,102|2003
Holes|$67,406,573|$16,300,155|2,452|2003
Kangaroo Jack|$66,934,963|$16,580,209|2,848|2003
Big Fish|$66,809,693|$207,377|2,514|2003
The League of Extraordinary Gentlemen|$66,465,204|$23,075,892|3,002|2003
Lara Croft Tomb Raider: The Cradle of Life|$65,660,196|$21,783,641|3,222|2003
Mona Lisa Smile|$63,860,942|$11,528,498|2,714|2003
Shanghai Knights|$60,476,872|$19,603,630|2,755|2003
Bad Santa|$60,060,328|$12,292,952|2,540|2003
Love Actually|$59,696,144|$6,886,080|1,714|2003
Gothika|$59,694,580|$19,288,438|2,382|2003
Open Range|$58,331,254|$14,047,781|2,268|2003
Once Upon a Time in Mexico|$56,359,780|$23,424,118|3,289|2003
Just Married|$56,127,162|$17,548,993|2,769|2003
Paycheck|$53,790,451|$13,462,374|2,762|2003
The Recruit|$52,802,140|$16,302,063|2,376|2003
Radio|$52,333,738|$13,303,724|3,074|2003
Identity|$52,159,536|$16,225,263|2,733|2003
Underworld|$51,970,690|$21,753,759|2,928|2003
Runaway Jury|$49,443,628|$11,836,705|2,815|2003
Peter Pan|$48,462,608|$11,139,495|2,813|2003
Agent Cody Banks|$47,938,330|$14,064,317|3,369|2003
The Jungle Book 2|$47,901,582|$11,441,733|2,815|2003
The Rundown|$47,726,342|$18,553,765|3,154|2003
Final Destination 2|$46,961,214|$16,017,141|2,834|2003
Phone Booth|$46,566,212|$15,021,088|2,489|2003
28 Days Later|$45,064,915|$10,061,858|1,407|2003
Lost in Translation|$44,585,453|$925,087|882|2003
Tears of the Sun|$43,734,876|$17,057,213|2,973|2003
Under the Tuscan Sun|$43,610,723|$9,751,425|1,701|2003
The Lizzie McGuire Movie|$42,734,455|$17,338,755|2,825|2003
Secondhand Lions|$42,070,939|$12,139,832|3,038|2003
Out of Time|$41,088,845|$16,185,316|3,076|2003
Rugrats Go Wild|$39,402,572|$11,556,869|3,041|2003
Head of State|$38,125,247|$13,503,484|2,256|2003
Good Boy!|$37,667,746|$13,107,022|3,225|2003
Uptown Girls|$37,182,494|$11,277,367|2,495|2003
Matchstick Men|$36,906,460|$13,087,307|2,711|2003
National Security|$36,381,186|$14,369,694|2,729|2003
What a Girl Wants|$36,105,433|$11,434,964|2,964|2003
Jeepers Creepers 2|$35,667,218|$15,269,324|3,124|2003
Intolerable Cruelty|$35,327,628|$12,525,075|2,570|2003
Cradle 2 the Grave|$34,712,347|$16,521,468|2,625|2003
Monster|$34,469,210|$86,831|1,093|2003
Malibu's Most Wanted|$34,432,201|$12,618,159|2,503|2003
The Hunted|$34,244,097|$13,482,638|2,517|2003
Stuck on You|$33,832,741|$9,411,055|3,007|2003
Dreamcatcher|$33,715,436|$15,027,423|2,945|2003
Darkness Falls|$32,551,396|$12,024,917|2,865|2003
Bend It Like Beckham|$32,543,449|$161,528|1,002|2003
The Core|$31,186,896|$12,053,131|3,019|2003
Calendar Girls|$31,041,759|$151,393|967|2003
Hollywood Homicide|$30,940,691|$11,112,632|2,840|2003
Honey|$30,308,417|$12,856,040|1,972|2003
The Fighting Temptations|$30,250,745|$11,758,372|2,026|2003
Johnny English|$28,082,366|$9,134,085|2,236|2003
The Missing|$27,011,180|$10,833,633|2,756|2003
Basic|$26,793,311|$11,511,960|2,876|2003
A Man Apart|$26,736,098|$11,019,224|2,495|2003
Sinbad: Legend of the Seven Seas|$26,483,452|$6,874,477|3,086|2003
Dumb and Dumberer: When Harry Met Lloyd|$26,276,465|$10,845,064|2,609|2003
Bulletproof Monk|$23,358,708|$8,653,542|2,955|2003
Piglet's Big Movie|$23,103,423|$6,097,758|2,084|2003
Dickie Roberts: Former Child Star|$22,738,671|$6,660,540|2,083|2003
The Medallion|$22,219,192|$8,111,324|2,652|2003
Biker Boyz|$22,076,772|$10,106,992|1,769|2003
Love Don't Cost a Thing|$21,924,226|$6,315,311|1,844|2003
Cold Creek Manor|$21,386,011|$8,190,574|2,035|2003
Cabin Fever|$21,158,188|$8,633,585|2,105|2003
Looney Tunes: Back in Action|$20,991,364|$9,317,371|2,903|2003
Whale Rider|$20,779,666|$137,418|556|2003
The In-Laws|$20,453,431|$7,319,848|2,652|2003
Down with Love|$20,305,251|$45,029|2,123|2003
The Life of David Gale|$19,955,598|$7,117,225|2,003|2003
Timeline|$19,481,943|$8,440,629|2,787|2003
Bugs! (IMAX)|$19,063,544|$67,962|33|2003
A Mighty Wind|$17,781,006|$2,112,140|770|2003
Deliver Us from Eva|$17,573,594|$6,648,374|1,139|2003
Ghosts of the Abyss (IMAX & 35mm)|$17,040,871|$1,408,474|97|2003
21 Grams|$16,290,476|$274,454|411|2003
View from the Top|$15,614,000|$7,009,513|2,508|2003
My Boss's Daughter|$15,550,605|$4,855,798|2,206|2003
A Guy Thing|$15,545,431|$6,988,749|2,520|2003
In America|$15,539,656|$205,229|403|2003
Wrong Turn|$15,418,790|$5,161,498|1,615|2003
Alex and Emma|$14,218,698|$6,111,074|2,310|2003
How to Deal|$14,195,227|$5,809,960|2,319|2003
House of Sand and Fog|$13,040,288|$45,572|598|2003
Gods and Generals|$12,882,934|$4,675,246|1,533|2003
House of 1,000 Corpses|$12,634,962|$3,460,666|847|2003
Confidence|$12,251,640|$4,563,588|1,871|2003
Girl with a Pearl Earring|$11,670,971|$89,472|402|2003
Winged Migration|$10,764,402|$33,128|202|2003
House of the Dead|$10,249,719|$5,683,280|1,540|2003
Swimming Pool|$10,130,108|$287,296|259|2003
Duplex|$9,692,135|$4,617,128|2,191|2003
La Grande Seduction|$9,354,342|$895,699|80|2003
Dark Blue|$9,250,301|$3,880,688|2,176|2003
Le Divorce|$9,081,057|$516,834|701|2003
Boat Trip|$8,600,126|$3,815,075|1,803|2003
The Cooler|$8,291,572|$128,973|408|2003
Dirty Pretty Things|$8,112,414|$100,512|493|2003
Tupac: Resurrection|$7,718,961|$4,632,847|804|2003
The Order|$7,660,806|$4,438,899|1,975|2003
City of God|$7,564,459|$88,292|242|2003
It Runs in the Family|$7,491,839|$2,804,441|1,207|2003
The Triplets of Belleville|$7,007,149|$108,080|463|2003
Willard|$6,886,089|$4,010,593|1,762|2003
The Young Black Stallion (IMAX)|$6,751,389|$629,999|51|2003
Nowhere in Africa|$6,180,200|$22,070|78|2003
Chasing Papi|$6,130,049|$2,404,557|585|2003
Gigli|$6,087,542|$3,753,518|2,215|2003
American Splendor|$6,010,990|$159,705|272|2003
Luther|$5,791,328|$908,446|400|2003
The Station Agent|$5,739,376|$57,785|198|2003
Spellbound (2003)|$5,728,581|$17,508|117|2003
The Human Stain|$5,381,908|$1,034,195|388|2003
Grind|$5,123,696|$2,511,403|2,253|2003
Les Invasions Barbares|$5,109,226|$461,363|134|2003
From Justin to Kelly|$4,928,883|$2,715,848|2,001|2003
In the Cut|$4,750,602|$97,625|825|2003
Thirteen|$4,601,043|$116,260|243|2003
The Magdalene Sisters|$4,583,889|$84,553|295|2003
Beyond Borders|$4,430,101|$2,076,402|1,798|2003
The Fog of War|$4,198,566|$41,449|261|2003
The Gospel of John|$4,069,090|$98,363|113|2003
The Real Cancun|$3,825,421|$2,108,796|2,261|2003
Better Luck Tomorrow|$3,802,390|$360,772|387|2003
The Secret Lives of Dentists|$3,707,346|$121,769|181|2003
Step Into Liquid|$3,681,803|$135,985|91|2003
Laurel Canyon|$3,663,356|$149,099|121|2003
The Good Thief|$3,517,797|$131,580|222|2003
The Barbarian Invasions|$3,435,749|$79,650|139|2003
Anything Else|$3,212,310|$1,673,125|1,033|2003
Mambo Italiano|$3,205,730|$734,570|183|2003
Capturing the Friedmans|$3,119,113|$65,154|78|2003
The Guru|$3,095,506|$613,485|98|2003
Mambo Italiano (Canada)|$3,047,296|$406,651|100|2003
Santa Vs. the Snowman - Season 2 (IMAX)|$3,045,032|$14,568|46|2003
L'Auberge Espagnole|$2,830,361|$59,315|100|2003
Monsieur Ibrahim|$2,823,890|$53,174|92|2003
My Architect|$2,750,707|$37,929|39|2003
Man on the Train|$2,542,020|$41,138|85|2003
Pieces of April|$2,528,664|$48,422|101|2003
Warren Miller's Journey (IMAX)|$2,377,609|N/A|N/A|2003
The Dancer Upstairs|$2,377,348|$106,142|152|2003
The Company|$2,283,914|$93,776|55|2003
DysFunKtional Family|$2,255,000|$1,079,797|602|2003
Shattered Glass|$2,220,008|$77,540|215|2003
Raising Victor Vargas|$2,078,661|$33,166|69|2003
Sur le Seuil|$2,014,071|$514,762|61|2003
Nez Rouge|$2,004,814|$217,000|90|2003
The Two Towers (Re-issue)|$1,996,877|$727,645|126|2003
Kal Ho Naa Ho|$1,991,922|$758,211|52|2003
Alien: The Director's Cut|$1,986,910|$1,023,665|347|2003
The Legend of Johnny Lingo|$1,690,767|$109,868|63|2003
Book of Mormon Movie|$1,680,020|$114,573|38|2003
Marci X|$1,648,818|$872,950|1,200|2003
Camp|$1,629,862|$54,294|116|2003
Veronica Guerin|$1,571,504|$611,276|472|2003
Northfork|$1,420,578|$61,481|71|2003
Shrek 2|$441,226,247|$108,037,878|4,223|2004
Spider-Man 2|$373,585,825|$88,156,227|4,166|2004
The Passion of the Christ|$370,274,604|$83,848,082|3,408|2004
Meet the Fockers|$279,261,160|$46,120,980|3,554|2004
The Incredibles|$261,441,092|$70,467,623|3,933|2004
Harry Potter and the Prisoner of Azkaban|$249,541,069|$93,687,367|3,855|2004
The Day After Tomorrow|$186,740,799|$68,743,584|3,444|2004
The Bourne Supremacy|$176,241,941|$52,521,865|3,304|2004
National Treasure|$173,008,894|$35,142,554|3,243|2004
The Polar Express|$162,775,358|$23,323,463|3,650|2004
Shark Tale|$160,861,908|$47,604,606|4,070|2004
I, Robot|$144,801,023|$52,179,887|3,494|2004
Troy|$133,378,256|$46,865,412|3,411|2004
Ocean's Twelve|$125,544,280|$39,153,380|3,290|2004
50 First Dates|$120,908,074|$39,852,237|3,612|2004
Van Helsing|$120,177,084|$51,748,040|3,580|2004
Fahrenheit 9/11|$119,194,771|$23,920,637|2,011|2004
Lemony Snicket's A Series of Unfortunate Events|$118,634,549|$30,061,756|3,623|2004
DodgeBall: A True Underdog Story|$114,326,736|$30,070,196|3,020|2004
The Village|$114,197,520|$50,746,142|3,733|2004
The Grudge|$110,359,362|$39,128,715|3,348|2004
The Aviator|$102,610,330|$858,021|2,530|2004
Collateral|$101,005,703|$24,701,458|3,205|2004
Million Dollar Baby|$100,492,203|$179,953|2,375|2004
The Princess Diaries 2: Royal Engagement|$95,170,481|$22,956,453|3,490|2004
Starsky and Hutch|$88,237,754|$28,103,367|3,185|2004
Along Came Polly|$88,097,164|$27,721,185|3,052|2004
Mean Girls|$86,058,055|$24,432,195|3,054|2004
The SpongeBob SquarePants Movie|$85,417,988|$32,018,216|3,307|2004
Anchorman: The Legend of Ron Burgundy|$85,288,303|$28,416,365|3,104|2004
Scooby-Doo 2: Monsters Unleashed|$84,216,833|$29,438,331|3,312|2004
The Notebook|$81,001,787|$13,464,745|2,323|2004
Alien Vs. Predator|$80,282,231|$38,291,056|3,401|2004
Man on Fire|$77,911,774|$22,751,490|2,986|2004
The Terminal|$77,872,883|$19,053,199|2,914|2004
Garfield: The Movie|$75,369,589|$21,727,611|3,150|2004
Ray|$75,331,600|$20,039,730|2,474|2004
Ladder 49|$74,541,707|$22,088,204|3,261|2004
Christmas with the Kranks|$73,780,539|$21,570,867|3,416|2004
Sideways|$71,503,593|$207,042|1,786|2004
White Chicks|$70,831,760|$19,676,748|2,800|2004
Hidalgo|$67,303,450|$18,829,435|3,065|2004
The Forgotten|$67,133,509|$21,022,111|3,144|2004
Kill Bill Vol. 2|$66,208,183|$25,104,949|3,073|2004
The Manchurian Candidate|$65,955,630|$20,018,620|2,867|2004
Barbershop 2: Back in Business|$65,111,277|$24,241,612|2,711|2004
Miracle|$64,378,093|$19,377,577|2,755|2004
Friday Night Lights|$61,255,921|$20,269,025|3,004|2004
Hellboy|$59,623,958|$23,172,440|3,043|2004
The Stepford Wives|$59,484,742|$21,406,781|3,057|2004
Dawn of the Dead|$59,020,957|$26,722,575|2,748|2004
Without a Paddle|$58,169,327|$13,528,946|2,756|2004
The Butterfly Effect|$57,938,693|$17,065,227|2,605|2004
Shall We Dance|$57,890,460|$11,783,467|2,542|2004
The Chronicles of Riddick|$57,761,012|$24,289,165|2,757|2004
13 Going on 30|$57,231,747|$21,054,283|3,453|2004
Saw|$55,185,045|$18,276,468|2,467|2004
Hero|$53,710,019|$18,004,319|2,175|2004
Blade: Trinity|$52,411,906|$16,061,271|2,912|2004
King Arthur|$51,882,244|$15,193,907|3,086|2004
Finding Neverland|$51,680,613|$220,524|1,411|2004
A Cinderella Story|$51,438,175|$13,623,350|2,625|2004
The Phantom of the Opera|$51,268,815|$4,001,890|1,515|2004
Resident Evil: Apocalypse|$51,201,453|$23,036,273|3,284|2004
Home on the Range|$50,030,461|$13,880,771|3,058|2004
Fat Albert|$48,116,322|$10,021,510|2,744|2004
Secret Window|$48,022,900|$18,237,568|3,018|2004
Walking Tall|$46,437,717|$15,501,114|2,836|2004
In Good Company|$45,806,659|$151,750|1,963|2004
Napoleon Dynamite|$44,540,956|$116,666|1,027|2004
Spanglish|$42,726,869|$8,817,853|2,587|2004
Exorcist: The Beginning|$41,821,986|$18,054,001|2,813|2004
You Got Served|$40,363,810|$16,123,105|1,943|2004
Bridget Jones: The Edge of Reason|$40,226,215|$8,684,055|2,473|2004
Catwoman|$40,202,379|$16,728,411|3,117|2004
The Ladykillers|$39,799,191|$12,634,563|1,589|2004
Sky Captain and the World of Tomorrow|$37,762,677|$15,580,278|3,170|2004
Raising Helen|$37,486,512|$10,985,597|2,721|2004
Taxi|$36,611,066|$12,029,832|3,001|2004
Eternal Sunshine of the Spotless Mind|$34,400,301|$8,175,198|1,357|2004
Alexander|$34,297,191|$13,687,087|2,445|2004
Closer|$33,987,757|$7,707,972|1,098|2004
The Punisher|$33,810,189|$13,834,527|2,649|2004
Team America: World Police|$32,786,074|$12,120,358|2,620|2004
Taking Lives|$32,682,342|$11,458,465|2,705|2004
Anacondas: The Hunt for the Blood Orchid|$32,238,923|$12,812,287|2,905|2004
Cellular|$32,003,620|$10,100,571|2,763|2004
Johnson Family Vacation|$31,203,964|$9,375,307|1,326|2004
Open Water|$30,610,863|$1,100,943|2,709|2004
Confessions of a Teenage Drama Queen|$29,331,068|$9,350,572|2,503|2004
After the Sunset|$28,331,233|$11,100,392|2,819|2004
The Prince and Me|$28,176,497|$9,406,378|2,711|2004
Garden State|$26,782,316|$201,115|813|2004
Jersey Girl|$25,268,157|$8,319,171|1,821|2004
Twisted|$25,198,598|$8,904,299|2,704|2004
The Life Aquatic with Steve Zissou|$24,020,403|$113,085|1,105|2004
Around the World in 80 Days|$24,008,137|$7,576,132|2,801|2004
Agent Cody Banks 2: Destination London|$23,630,159|$8,014,005|2,973|2004
Hotel Rwanda|$23,530,892|$100,091|824|2004
Ella Enchanted|$22,918,387|$6,169,030|2,149|2004
The Alamo (2004)|$22,414,961|$9,124,701|2,609|2004
Darkness|$22,163,442|$6,163,306|1,718|2004
Mr. 3000|$21,811,187|$8,679,028|2,736|2004
NASCAR 3D: The IMAX Experience (IMAX)|$21,583,831|$1,452,639|73|2004
Torque|$21,215,059|$9,970,557|2,463|2004
Flight of the Phoenix|$21,009,180|$5,019,430|2,604|2004
Little Black Book|$20,698,668|$7,075,217|2,445|2004
Yu-Gi-Oh! The Movie|$19,765,868|$9,485,494|2,411|2004
Two Brothers|$19,176,754|$6,144,160|2,181|2004
Harold and Kumar Go to White Castle|$18,250,550|$5,480,378|2,163|2004
Laws of Attraction|$17,871,255|$6,728,905|2,449|2004
Eurotrip|$17,771,387|$6,711,384|2,544|2004
My Baby's Daddy|$17,669,317|$7,548,819|1,448|2004
Seed of Chucky|$17,083,732|$8,774,520|2,062|2004
Win a Date with Tad Hamilton!|$17,071,962|$7,320,066|2,808|2004
Wimbledon|$17,001,133|$7,118,985|2,039|2004
The Motorcycle Diaries|$16,781,387|$159,819|272|2004
Catch That Kid|$16,703,799|$5,824,860|2,848|2004
The Whole Ten Yards|$16,328,471|$6,685,381|2,654|2004
Vanity Fair|$16,136,476|$4,833,900|1,054|2004
Paparazzi|$15,714,234|$6,146,262|2,153|2004
The Girl Next Door|$14,589,444|$6,003,806|2,148|2004
Welcome to Mooseport|$14,470,947|$6,775,132|2,868|2004
Godsend|$14,379,751|$6,800,617|2,323|2004
Soul Plane|$14,190,750|$5,648,486|1,566|2004
Dirty Dancing: Havana Nights|$14,161,590|$5,811,325|2,042|2004
New York Minute|$14,071,441|$5,962,106|3,006|2004
Envy|$13,562,325|$6,160,886|2,445|2004
Shaun of the Dead|$13,542,874|$3,330,781|675|2004
De-Lovely|$13,456,633|$292,963|410|2004
Alfie|$13,399,812|$6,218,335|2,215|2004
Wicker Park|$13,001,257|$5,467,281|2,598|2004
I Heart Huckabees|$12,785,432|$292,177|901|2004
Breakin' All the Rules|$12,264,319|$5,088,577|1,318|2004
Chasing Liberty|$12,195,626|$6,081,483|2,400|2004
The Cookout|$11,814,019|$5,000,900|1,303|2004
Surviving Christmas|$11,663,156|$4,441,356|2,755|2004
Super Size Me|$11,536,423|$516,641|230|2004
House of Flying Daggers|$11,050,094|$397,472|1,189|2004
What the #$*! Do We Know?!|$10,942,306|$7,655|146|2004
Raise Your Voice|$10,411,980|$4,022,693|2,521|2004
The Perfect Score|$10,391,003|$4,873,819|2,208|2004
Kinsey|$10,254,979|$169,038|588|2004
Sleepover|$9,436,390|$4,171,226|2,207|2004
Super Babies: Baby Geniuses 2|$9,219,388|$3,251,856|1,276|2004
First Daughter|$9,055,921|$4,002,067|2,280|2004
Saved!|$8,940,582|$345,136|592|2004
Suspect Zero|$8,725,813|$3,446,375|1,501|2004
Connie and Carla|$8,085,771|$3,254,940|1,016|2004
Being Julia|$7,739,049|$122,214|328|2004
Thunderbirds|$6,880,917|$2,766,810|2,062|2004
Woman, Thou Art Loosed|$6,879,730|$2,325,474|521|2004
Maria Full of Grace|$6,529,624|$139,066|127|2004
A Very Long Engagement|$6,524,389|$101,749|219|2004
Teacher's Pet|$6,491,969|$2,461,252|2,027|2004
The Big Bounce|$6,489,476|$3,336,374|2,304|2004
Beyond the Sea|$6,318,709|$45,264|383|2004
Against the Ropes|$5,884,190|$3,038,546|1,601|2004
Before Sunset|$5,820,649|$219,425|204|2004
The Clearing|$5,763,875|$472,781|449|2004
Never Die Alone|$5,645,298|$3,089,993|1,160|2004
Bad Education|$5,211,842|$147,370|106|2004
Birth|$5,095,038|$1,705,577|550|2004
Club Dread|$5,001,708|$3,035,688|1,807|2004
Touching the Void|$4,593,598|$96,973|137|2004
Spartan|$4,434,432|$2,011,435|832|2004
A Day Without a Mexican|$4,179,890|$628,807|107|2004
Good Bye, Lenin!|$4,064,200|$57,968|125|2004
Camping Sauvage|$3,894,585|N/A|99|2004
The Door in the Floor|$3,854,624|$456,876|134|2004
Benji Off the Leash|$3,817,362|$1,512,000|877|2004
Vera Drake|$3,775,283|$13,207|97|2004
William Shakespeare's The Merchant of Venice|$3,765,585|$69,868|107|2004
Born Into Brothels|$3,515,061|$14,605|127|2004
